BACIA;RIO;ESTADO;MUNICIPIO;RESPONSAVEL;OPERADORA;OPERADORA_UNIDADE;ROTEIRO;TIPOESTACAO;CODIGO;NOME;LATITUDE;LONGITUDE;AREADRENAGEM;OPERANDO;TEM_DADOS;TIPOESTACAOESCALA;TIPOESTACAOREGISTRADORNIVEL;TIPOESTACAODESCLIQUIDA;TIPOESTACAOSEDIMENTOS;TIPOESTACAOQUALAGUA;TIPOESTACAOTELEMETRICA;TIPOESTACAOPLUVIOMETRO;TIPOESTACAOREGISTRADORCHUVA;TIPOESTACAOTANQUEEVAPO;TIPOESTACAOCLIMATOLOGICA;TIPOREDEBASICA;TIPOREDEENERGETICA;TIPOREDENAVEGACAO;TIPOREDECURSODAGUA;TIPOREDEESTRATEGICA;TIPOREDECAPTACAO;TIPOREDESEDIMENTOS;TIPOREDEQUALAGUA;TIPOREDECLASSEVAZAO;PERIODOESCALAINICIO;PERIODOREGISTRADORNIVELINICIO;PERIODODESCLIQUIDAINICIO;PERIODOSEDIMENTOSINICIO;PERIODOQUALAGUAINICIO;PERIODOPLUVIOMETROINICIO;PERIODOREGISTRADORCHUVAINICIO;PERIODOTANQUEEVAPOINICIO;PERIODOCLIMATOLOGICAINICIO;PERIODOTELEMETRICAINICIO;Baixar Dados;Baixar MDB (Convencional);Baixar TXT (Convencional);Baixar CSV (Convencional);x;y
6 - RIO PARANÁ;;MT;PEDRA PRETA;ANA;CPRM;CPRM-GO;18;Pluviométrica;1654004;SANTA ESCOLÁSTICA;-168.431;-544.081;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/1976;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654004;-5.440.809.999.999.990;-16.843.099.999.999.900
6 - RIO PARANÁ;;MT;GUIRATINGA;ANA;CPRM;CPRM-GO;18;Pluviométrica;1654005;VALE RICO;-163.911;-541.494;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/1983;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654005;-5.414.939.999.999.990;-16.391.099.999.999.900
6 - RIO PARANÁ;;MT;RONDONÓPOLIS;INMET;INMET;;;Pluviométrica;1654006;RONDONÓPOLIS;-16.45;-545.667;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;;;;;;31/12/1991;31/12/1991;31/12/1991;31/12/1991;31/10/2003;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654006;-5.456.669.999.999.990;-16.449.999.999.999.900
6 - RIO PARANÁ;;MT;RONDONÓPOLIS;SEMA-MT;HYDROCONSULT;;1;Pluviométrica;1654007;RONDONÓPOLIS;-164.789;-546.506;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/2011;;;;30/09/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654007;-5.465.059.999.999.990;-16.478.899.999.999.900
6 - RIO PARANÁ;;MT;RONDONÓPOLIS;CEMADEN;CEMADEN;;;Pluviométrica;1654008;RONDONOPOLIS_Serviço de Saneamento Ambienta;-164.897;-546.167;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2013;;;;31/12/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654008;-5.461.669.999.999.990;-1.648.969.999.999.990
6 - RIO PARANÁ;;MT;RONDONÓPOLIS;TUPAN;TUPAN;;1;Pluviométrica;1654009;PCH RONDONÓPOLIS MONTANTE;-166.689;-547.403;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654009;-54.740.299.999.999.900;-1.666.889.999.999.990
6 - RIO PARANÁ;;MT;RONDONÓPOLIS;TUPAN;TUPAN;;1;Pluviométrica;1654010;PCH RONDONÓPOLIS BARRAMENTO;-166.669;-547.356;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654010;-5.473.559.999.999.990;-1.666.689.999.999.990
6 - RIO PARANÁ;;MT;JUSCIMEIRA;GERAOESTE;GERAOESTE;;1;Pluviométrica;1654011;PCH SÃO LOURENÇO JUSANTE;-162.189;-549.431;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654011;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654011;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654011;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654011;-5.494.309.999.999.990;-16.218.899.999.999.900
6 - RIO PARANÁ;;MT;JUSCIMEIRA;GERAOESTE;GERAOESTE;;1;Pluviométrica;1654012;PCH SÃO LOURENÇO MONTANTE;-160.394;-549.397;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654012;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654012;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654012;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654012;-5.493.969.999.999.990;-16.039.399.999.999.900
6 - RIO PARANÁ;;MT;JUSCIMEIRA;GERAOESTE;GERAOESTE;;1;Pluviométrica;1654013;PCH SÃO LOURENÇO RIO AREIAL;-16.045;-548.867;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654013;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654013;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654013;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654013;-5.488.669.999.999.990;-1.604.499.999.999.990
6 - RIO PARANÁ;;MT;RONDONÓPOLIS;HIDROPOWER;HIDROPOWER;;1;Pluviométrica;1654014;PCH ENG. JOSÉ GELÁSIO DA ROCHA MONTANTE;-167.483;-547.217;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654014;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654014;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654014;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654014;-5.472.169.999.999.990;-16.748.299.999.999.900
6 - RIO PARANÁ;;MT;RONDONÓPOLIS;HIDROPOWER;HIDROPOWER;;1;Pluviométrica;1654015;PCH ENG. JOSÉ GELÁSIO DA ROCHA BARRAMENTO;-167.128;-547.478;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654015;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654015;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654015;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654015;-54.747.799.999.999.900;-1.671.279.999.999.990
6 - RIO PARANÁ;;MT;JUSCIMEIRA;PRATA;PRATA;;1;Pluviométrica;1654016;PCH ÁGUA BRAVA JUSANTE;-161.039;-549.908;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;30/06/2018;;;;30/06/2018;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1654016;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1654016;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1654016;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1654016;-5.499.079.999.999.990;-16.103.899.999.999.900
6 - RIO PARANÁ;;MT;BARÃO DE MELGAÇO;ANA;CPRM;CPRM-GO;19;Pluviométrica;1655000;BAIA NOVA;-163.561;-555.864;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/10/1968;31/10/1968;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655000;-5.558.639.999.999.990;-1.635.609.999.999.990
6 - RIO PARANÁ;;MT;SANTO ANTÔNIO DO LEVERGER;ANA;CPRM;CPRM-GO;18;Pluviométrica;1655001;ACIMA DO CÓRREGO GRANDE;-166.081;-552.064;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/1969;;;;31/03/1996;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655001;-55.206.399.999.999.900;-1.660.809.999.999.990
6 - RIO PARANÁ;;MT;BARÃO DE MELGAÇO;ANA;CPRM;CPRM-GO;19;Pluviométrica;1655002;BARÃO DE MELGAÇO;-161.936;-559.453;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/06/1968;;;;31/10/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655002;-55.945.299.999.999.900;-16.193.599.999.999.900
6 - RIO PARANÁ;;MT;BARÃO DE MELGAÇO;ANA;CPRM;CPRM-GO;18;Pluviométrica;1655004;SANTA LÚCIA;-168.939;-559.072;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/1968;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655004;-5.590.719.999.999.990;-16.893.899.999.999.900
6 - RIO PARANÁ;;MT;SANTO ANTÔNIO DO LEVERGER;ENEBRAS;ENEBRAS;;;Pluviométrica;1655005;FAZENDA POENTE;-164.569;-553.197;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2007;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655005;-55.319.699.999.999.900;-16.456.899.999.999.900
6 - RIO PARANÁ;;MT;BARÃO DE MELGAÇO;CEMADEN;CEMADEN;;;Pluviométrica;1655006;BARÃO DE MELGAÇO_Estação de Tratamento de Água;-161.917;-559.653;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2013;;;;31/12/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655006;-5.596.529.999.999.990;-1.619.169.999.999.990
6 - RIO PARANÁ;;MT;JUSCIMEIRA;IBÓ;IBÓ;;;Pluviométrica;1655007;PCH SETE QUEDAS ALTAS MONTANTE;-162.994;-550.622;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2015;;;;31/07/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655007;-5.506.219.999.999.990;-16.299.399.999.999.900
6 - RIO PARANÁ;;MT;SANTO ANTÔNIO DO LEVERGER;CONSÓRCIO JONAS;CONSÓRCIO JONAS;;1;Pluviométrica;1655008;PCH SENADOR JONAS PINHEIRO JUSANTE;-161.111;-553.758;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;30/06/2015;;;;30/06/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655008;-5.537.579.999.999.990;-16.111.099.999.999.900
6 - RIO PARANÁ;;MT;JUSCIMEIRA;PRATA;PRATA;;1;Pluviométrica;1655009;PCH ÁGUA PRATA JUSANTE;-160.964;-550.425;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;30/06/2017;;;;30/06/2017;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655009;-5.504.249.999.999.990;-1.609.639.999.999.990
6 - RIO PARANÁ;;MT;JUSCIMEIRA;PCH BELEZA;PCH BELEZA;;1;Pluviométrica;1655010;PCH BELEZA BARRAMENTO;-161.836;-550.144;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2021;;;;31/12/2021;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1655010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1655010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1655010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1655010;-55.014.399.999.999.900;-16.183.599.999.999.900
6 - RIO PARANÁ;;MT;POCONÉ;ANA;CPRM;CPRM-GO;24;Pluviométrica;1656001;PORTO CERCADO (Ex-Retiro Biguaçal);-165.119;-563.756;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/1968;;;;30/04/1996;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1656001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1656001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1656001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1656001;-5.637.559.999.999.990;-1.651.189.999.999.990
6 - RIO PARANÁ;;MT;POCONÉ;ANA;CPRM;CPRM-GO;24;Pluviométrica;1656002;POCONÉ;-163.147;-565.436;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/06/1968;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1656002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1656002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1656002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1656002;-5.654.359.999.999.990;-1.631.469.999.999.990
6 - RIO PARANÁ;;MT;BARÃO DE MELGAÇO;ANA;CPRM;CPRM-GO;24;Pluviométrica;1656003;SÃO JOSÉ DO BORIRÉU;-169.211;-562.236;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/1968;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1656003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1656003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1656003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1656003;-56.223.599.999.999.900;-16.921.099.999.999.900
6 - RIO PARANÁ;;MT;POCONÉ;ANA;CPRM;CPRM-GO;24;Pluviométrica;1656004;SÃO JOÃO;-169.442;-566.319;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/03/1970;;;31/10/1991;31/12/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1656004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1656004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1656004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1656004;-5.663.189.999.999.990;-16.944.199.999.999.900
6 - RIO PARANÁ;;MT;CÁCERES;INMET;INMET;;;Pluviométrica;1657000;CÁCERES;-16.05;-576.833;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;;;;;;31/12/1911;31/12/1911;31/07/1977;31/12/1911;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1657000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1657000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1657000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1657000;-57.683.299.999.999.900;-16.049.999.999.999.900
6 - RIO PARANÁ;;MT;CÁCERES;ANA;CPRM;CPRM-GO;20;Pluviométrica;1657002;DESCALVADOS;-167.336;-577.503;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/11/1967;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1657002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1657002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1657002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1657002;-5.775.029.999.999.990;-16.733.599.999.999.900
6 - RIO PARANÁ;;MT;CÁCERES;ANA;CPRM;CPRM-GO;20;Pluviométrica;1657003;CÁCERES (DNPVN);-160.817;-576.942;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/1968;30/04/1996;31/08/1996;;30/04/1996;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1657003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1657003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1657003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1657003;-5.769.419.999.999.990;-16.081.699.999.999.900
6 - RIO PARANÁ;;MT;CÁCERES;ANA;CPRM;CPRM-GO;20;Pluviométrica;1657004;FLECHAS;-160.392;-572.575;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/1968;30/09/1968;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1657004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1657004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1657004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1657004;-57.257.499.999.999.900;-16.039.199.999.999.900
6 - RIO PARANÁ;;MT;CÁCERES;CEMADEN;CEMADEN;;;Pluviométrica;1657007;CACERES_Escola Mun. Prof. Eduardo B. Lindote;-160.997;-577.096;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2013;;;;31/12/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1657007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1657007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1657007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1657007;-57.709.599.999.999.900;-16.099.699.999.999.900
6 - RIO PARANÁ;;MT;CÁCERES;ANA;CPRM;CPRM-GO;20;Pluviométrica;1658000;DESTACAMENTO DA CORIXA;-163.944;-583.389;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/07/1968;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1658000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1658000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1658000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1658000;-5.833.889.999.999.990;-16.394.399.999.999.900
6 - RIO PARANÁ;;MT;VILA BELA DA SANTÍSSIMA TRINDADE;ANA;CPRM;CPRM-GO;20;Pluviométrica;1659001;DESTACAMENTO DA FORTUNA;-162.708;-594.919;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/07/1999;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1659001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1659001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1659001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1659001;-5.949.189.999.999.990;-1.627.079.999.999.990
2 - RIO TOCANTINS;;MT;ALTO ARAGUAIA;ANA;CPRM;CPRM-GO;5;Pluviométrica;1753000;ALTO ARAGUAIA;-17.3;-532.194;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/1963;31/01/1979;;;31/03/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1753000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1753000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1753000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1753000;-5.321.939.999.999.990;-17.299.999.999.999.900
